interview__key,aggree,date,Q1,Q2,Q3C,Q4,Q5,Q6,Q6_oth,Q7,Q8,Q9,Q10,Q11A,Q11B,B1,B2,B3,B3_oth,B4,B4_oth,B5,B6A,B6B,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C16_oth,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E4_1,E5,E6,E7,E8,E9,E10,E11__1,E11__2,E11__3,E11__4,E11__5,E11__6,E11_oth,E12,E13,E14,E15,E16A,E16B,E17,E18,E19,E20,E21,E22A,E22B,E23,E24,E25,E26,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38__0,E38__1,E38__2,E38__3,E38__4,E39__0,E39__1,E39__2,E39__3,E39__4,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51_m,E51_f,E52,E53,E53_1,E54,F1,F2,F3,F4,F5,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29
13-99-92-61,Yes,18/09/ 2014,Not Answered,Sidama,Hawassa,Not Answered,Middle level,Employed Ful,,0,0,0,0,4,7,35,Male,Married,,University d,,6500,2,1,Strongly dis,Strongly dis,Strongly agr,Strongly agr,Agree,Disagree,Strongly dis,Strongly agr,Strongly agr,Agree,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Male,Somewhat sat,,To a limited,To a moderat,To a limited,To a limited,To a great e,Not at all,To a limited,Not at all,To a limited,Not at all,To a limited,No,Agree,Yes,No, ,To a moderat,To a limited,To a moderat,No,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,No,Yes,0,0,Don't Know,No,No,,Yes,,,To a limited,No,To a limited,To a moderat,To a limited,To a great e,Don't Know,,To a moderat,No,No,To a moderat,To a moderat,No,,,,,,,,,,,To a moderat,To a limited,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,No,To a moderat,75,25,No,Some, ,To a great e,To a limited,To a limited,To a moderat,To a limited,To the fulle,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a great e,To a limited,To a moderat,To a limited,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a limited,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat
96-49-95-02,Yes,17/09/ 2014,Higher Expert,Amhara,Bahir Dar,Vegetable Fruit Development Directorate,Senior offic,Employed Ful,,13,2,2,11,24,0,48,Male,Married,,University d,,6650,1,0,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Male,Somewhat sat,,To a moderat,To a great e,To a great e,To the fulle,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,Yes,Agree,Yes,Yes,Not Answered,To a moderat,To a great e,Don't know,No,No,To some exte,,,,,,,,No,No,No,Yes,11,2,No,No,Yes,Yes,Yes,0,6,To a limited,No,To a moderat,To a moderat,To a limited,To a great e,Don't Know,,To a limited,Don't Know,Don't Know,To a limited,To a limited,No,,,,,,,,,,,Don't know,To a great e,To a moderat,To a great e,To a limited,To a moderat,To a moderat,To a limited,To a limited,No,To a limited,90,10,No,Some, ,Don't know,To a great e,To a great e,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a great e,To a great e,To a great e,To a moderat,To a moderat,To a limited,To a limited,Not at all,Not at all,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,Not at all,Not at all,Not at all,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,Not at all,Not at all
89-36-92-29,Yes,17/09/ 2014,Gardon Irrigation,Sidama,Hawassa,Gardon & Irrigation,Middle level,Employed Ful,,4,1,0,3,6,0,39,Female,Married,,University d,,5000,1,2,Disagree,Strongly dis,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly dis,Disagree,Disagree,Disagree,Disagree,Disagree,Male,Somewhat sat,,To a limited,To the fulle,To the fulle,To the fulle,To the fulle,To a great e,To a great e,To a moderat,To a moderat,To a moderat,To a great e,Yes,Neutral,No,No, ,Not at all,Not at all,Not at all,No,No,No,,,,,,,,No,No,No,Don't Know,3,1,Don't Know,No,No,,Don't Know,,,Not at all,Don't Know,To a moderat,To a limited,To a moderat,To a moderat,No,,To a limited,No,No,Don't know,To a moderat,No,,,,,,,,,,,To a limited,To a great e,To the fulle,To a moderat,To a limited,Don't know,Don't know,To a moderat,To a moderat,No,To a limited,90,10,No,No, ,Don't know,Not at all,To a limited,To a limited,To the fulle,To the fulle,To a limited,To a moderat,Not at all,To a limited,To a moderat,To a great e,To a moderat,To a moderat,To a limited,To a limited,Not at all,To a moderat,Not at all,To a moderat,To a moderat,To a moderat,To a great e,To a limited,To a limited,To a moderat,Not at all,To a limited,To a limited,Not at all,Not at all,Not at all,To a limited,To a limited,Don't know
49-20-32-85,Yes,22/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Middle level,Employed Par,,15,6,6,9,12,0,36,Male,Single,,University d,,Refused,,,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Male,Somewhat sat,,To a limited,To a great e,To a limited,Not at all,To a limited,To a moderat,To a limited,To a limited,To a great e,To a moderat,To a great e,No,Disagree,No,No, ,To a great e,To a moderat,To a great e,No,No,No,,,,,,,,Yes,No,No,Yes,Don't Know.,Don't Know.,No,No,No,,No,,,To a moderat,Yes,To a moderat,To the fulle,To a great e,To a great e,No,,To a moderat,No,No,To a great e,To a moderat,No,,,,,,,,,,,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To the fulle,To a great e,To a great e,To a great e,No,To a great e,Don't know,Don't know,No,Yes,##N/A##,To a moderat,Not at all,To a limited,Not at all,To a moderat,To a great e,To the fulle,To the fulle,To the fulle,To a moderat,To a great e,To a great e,To the fulle,To a moderat,To a great e,To a moderat,To the fulle,To a moderat,Don't know,To a limited,To a great e,To a great e,To the fulle,To the fulle,To a limited,To a moderat,To the fulle,To the fulle,To a great e,Not at all,To a limited,To a great e,To a great e,To a great e,To a limited
37-25-05-31,Yes,25/09/ 2014,Postman,Sidama,Hawassa,Not Answered,Lower (less,Employed Ful,,6,2,2,4,14,7,36,Male,Single,,College dipl,,2200,,,Strongly agr,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Strongly dis,Strongly dis,Disagree,Disagree,Male,Extremely sa,,To a moderat,To a great e,Don't know,To a great e,To the fulle,To a limited,To the fulle,To the fulle,Don't know,Don't know,Don't know,No,Disagree,No,No, ,To the fulle,Don't know,To a moderat,No,No,To some exte,,,,,,,,No,No,No,Don't Know,4,2,Don't Know,No,Yes,No,Yes,0,4,Not at all,Don't Know,To a moderat,Don't know,To a limited,To a moderat,Don't Know,,To a great e,Don't Know,Don't Know,To a moderat,To a moderat,No,,,,,,,,,,,To a moderat,To the fulle,To the fulle,To the fulle,To the fulle,To a moderat,To a moderat,To a moderat,To a moderat,No,To a moderat,86,14,No,No, ,Don't know,To a limited,Not at all,Not at all,Not at all,Not at all,Don't know,To a moderat,Don't know,To a great e,Don't know,Don't know,Don't know,To a moderat,To a great e,To the fulle,Don't know,Don't know,Not at all,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,Don't know,To a limited,To a limited,Not at all,To a limited
35-63-69-22,Yes,17/09/ 2014,Psnp  Expert,Sidama,Hawassa,Psnp,Senior offic,Employed Ful,,5,2,2,2,10,10,32,Male,Married,,University d,,8000,1,1,Strongly agr,Disagree,Disagree,Neutral,Agree,Strongly agr,Strongly dis,Neutral,Strongly agr,Strongly dis,Strongly dis,Neutral,Agree,Strongly agr,Male,Satisfied,,To a great e,To a moderat,To a limited,Don't know,Don't know,Not at all,Not at all,Not at all,To a great e,Not at all,Not at all,Yes,Agree,Yes,Yes,not answered,Don't know,To a great e,To a great e,No,No,To some exte,,,,,,,,Yes,Yes,No,No,3,2,Yes,No,Yes,No,Yes,0,6,To a limited,Yes,To the fulle,To a great e,To a moderat,To a great e,Don't Know,,Don't know,Don't Know,Don't Know,Don't know,Don't know,No,,,,,,,,,,,Don't know,To a limited,To a limited,To a limited,To the fulle,To a great e,Don't know,To the fulle,To the fulle,Don't Know,To a moderat,80,20,Don't Know,No, ,Don't know,To a moderat,To a great e,To a great e,To a great e,To the fulle,Don't know,To a moderat,Don't know,Don't know,Don't know,Don't know,To a moderat,Don't know,To a moderat,To a great e,Don't know,To a moderat,To a great e,To a moderat,To a moderat,To a great e,To a great e,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,To the fulle,To the fulle
65-20-99-65,Yes,22/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Not Answered,Senior offic,Employed Ful,,6,0,0,6,7,0,33,Male,Single,,University d,,Refused,,,Strongly dis,Strongly dis,Strongly dis,Disagree,Disagree,Strongly dis,Strongly dis,Strongly dis,Disagree,Strongly dis,Disagree,Disagree,Strongly dis,Disagree,Male,Somewhat sat,,Not at all,To a limited,To the fulle,To the fulle,To the fulle,To a moderat,To a limited,To a moderat,To a moderat,To the fulle,To the fulle,No,Agree,No,No, ,To a limited,To a limited,To the fulle,No,No,To some exte,,,,,,,,No,No,No,Don't Know,6,0,Don't Know,No,No,,Don't Know,,,To a limited,No,To the fulle,To the fulle,To the fulle,To a limited,Don't Know,,To a limited,Don't Know,Don't Know,To a moderat,To a moderat,Yes,Not Answered,##N/A##,##N/A##,##N/A##,##N/A##,##N/A##,##N/A##,##N/A##,##N/A##,##N/A##,To a moderat,To a limited,Don't know,To a limited,To a limited,To a limited,Don't know,Don't know,To a limited,No,To the fulle,Don't know,Don't know,Don't Know,Some, ,To a limited,To a moderat,Don't know,Don't know,To a moderat,To a limited,Not at all,To the fulle,To the fulle,To the fulle,To a limited,To a limited,To the fulle,To a limited,To a limited,To the fulle,Not at all,Not at all,Not at all,To a limited,To a limited,To the fulle,To the fulle,Don't know,Don't know,To the fulle,To the fulle,To a limited,To a limited,To a great e,To a moderat,Not at all,To the fulle,To the fulle,Don't know
18-41-37-31,Yes,17/09/ 2014,Communication Expert,Amhara,Bahir Dar,Public Communication Directorate,Senior offic,Employed Ful,,9,2,2,7,17,0,58,Male,Married,,University d,,6000,1,1,Strongly dis,Strongly dis,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Male,Satisfied,,To a limited,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,Yes,Agree,Yes,No, ,To a great e,To a great e,Don't know,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,To some exte,Yes,7,2,Don't Know,No,Yes,Yes,Yes,0,4,Not at all,Yes,To the fulle,To the fulle,To the fulle,To the fulle,Don't Know,,Don't know,Don't Know,Don't Know,To the fulle,To the fulle,No,,,,,,,,,,,To the fulle,To the fulle,Don't know,Don't know,Don't know,Don't know,Don't know,To the fulle,To the fulle,Don't Know,Don't know,75,25,No,Yes,they are participate equally,Don't know,Don't know,To the fulle,To a moderat,To the fulle,To the fulle,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Not at all,To the fulle,To the fulle,Don't know,To the fulle,To the fulle,Don't know,To a limited,To a moderat,To a moderat,To a moderat,To a limited,Don't know,Don't know,Don't know,Don't know,Don't know
80-87-91-58,Yes,22/09/ 2014,Documentation Expert,Amhara,Bahir Dar,Not Answered,Middle level,Employed Ful,,4,1,1,3,5,0,48,Female,Married,,University d,,6000,2,3,Strongly dis,Strongly dis,Strongly dis,Disagree,Strongly dis,Disagree,Disagree,Disagree,Strongly dis,Agree,Strongly agr,Strongly agr,Strongly agr,Strongly dis,Male,Very unsatis,,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a great e,To a limited,Not at all,To the fulle,To the fulle,Yes,Agree,Yes,No, ,To a moderat,To a limited,To a limited,No,No,To some exte,,,,,,,,No,No,No,No,3,1,No,No,Yes,Yes,Yes,0,4,Not at all,No,To a moderat,To a great e,To a great e,To a great e,Yes,To a limited,To a moderat,No,No,To a limited,To a limited,No,,,,,,,,,,,To a limited,To a great e,To a limited,To a limited,To a limited,To a limited,To a great e,To a moderat,To a moderat,Don't Know,To a limited,75,25,No,No, ,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,Not at all,To a moderat,Not at all,To a moderat,To a limited,To a limited,Don't know,Not at all,Not at all,Don't know,Don't know,To the fulle,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,Not at all,To a moderat,To a moderat,To a limited,Not at all,To a limited,Not at all,Not at all,To a limited
79-34-35-41,Yes,17/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Not Answered,Senior offic,Employed Ful,,8,2,2,5,7,0,32,Male,Married,,University d,,6500,2,1,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,,Disagree,Disagree,Disagree,Agree,Male,Satisfied,,Not at all,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a moderat,To the fulle,No,Agree,No,No, ,To a limited,To a limited,To a great e,No,No,To some exte,,,,,,,,No,No,No,Don't Know,6,2,Don't Know,No,No,,Don't Know,,,Don't know,Don't Know,To a great e,To a great e,To a great e,To a moderat,No,,Don't know,Don't Know,Yes,To a limited,To a limited,No,,,,,,,,,,,To a limited,Don't know,Don't know,To a limited,To a limited,Don't know,To a limited,To a limited,Don't know,Don't Know,Don't know,Don't know,Don't know,Don't Know,Don't know, ,Don't know,Not at all,Not at all,Not at all,To a limited,To a limited,To a limited,To a limited,To a limited,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a great e,Not at all,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited
58-91-79-01,Yes,20/09/ 2014,Courier,Amhara,Bahir Dar,Agricultural Input Supply Rural Finance Directorate,Lower (less,Employed Ful,,8,1,Don't Know.,Don't Know.,1,0,24,Female,Cohabiting w,,University d,,1500,0,0,Agree,Agree,Strongly agr,Agree,Agree,Agree,Agree,Strongly agr,Strongly agr,Agree,Agree,Agree,Agree,Strongly agr,Male,Satisfied,,To a great e,To a limited,To a moderat,To a limited,To a great e,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,Yes,Disagree,No,Yes,Not Answered,Not at all,To a limited,To a moderat,No,No,Yes,No,Yes,No,No,No,No,,No,No,To some exte,Don't Know,Don't Know.,Don't Know.,No,Yes,Don't Know,,No,,,Don't know,Yes,To a great e,To a limited,To a moderat,To a great e,Yes,Don't know,To the fulle,Yes,No,To a limited,To a moderat,Yes,the respondent doesn't write about formal culture,##N/A##,##N/A##,##N/A##,##N/A##,the respondent doesn't write about informal culture,##N/A##,##N/A##,##N/A##,##N/A##,To a moderat,To a moderat,To the fulle,To a great e,To the fulle,To a limited,To a moderat,To the fulle,To a moderat,No,To a moderat,Don't know,Don't know,Yes,No, ,To a moderat,Not at all,To a limited,To a moderat,To a limited,Not at all,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,Don't know,To a limited,To a great e,To a limited,To a limited,To a great e,To a great e,To a great e,Not at all,Not at all,Not at all,To a limited,To a moderat,To a moderat,To a limited,To a great e,To a great e,To a moderat,To a moderat,To a moderat,To a limited,Not at all,Not at all
05-81-91-34,Yes,17/09/ 2014,Data Expert,Sidama,Hawassa,Crop Development,Senior offic,Employed Ful,,5,2,1,2,27,3,55,Female,Married,,University d,,6506,4,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Male,Satisfied,,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,Yes,Agree,No,No, ,Not at all,To a limited,To a great e,Yes,Yes,To some exte,,,,,,,,No,No,No,No,3,2,No,No,No,,No,,,To a limited,No,Don't know,To a limited,To a limited,To a moderat,Yes,To a limited,Don't know,No,No,To a limited,To a limited,No,,,,,,,,,,,To a limited,To a moderat,To a moderat,Don't know,To a moderat,To a limited,To a limited,To a limited,To a limited,No,To a limited,99,1,Don't Know,Some, ,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a moderat
84-21-78-53,Yes,24/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,1,1,Refussed,Refussed,3,0,27,Female,Single,,University d,,Refused,,,Disagree,Strongly dis,Disagree,Disagree,Disagree,Strongly dis,Disagree,Neutral,Agree,Strongly dis,Disagree,Strongly dis,Disagree,Disagree,Female,Somewhat sat,,To the fulle,To a moderat,To a limited,To a moderat,To a great e,To a great e,To a great e,To a moderat,To a moderat,To a limited,To a limited,No,Neutral,No,No, ,To a great e,To a great e,To a moderat,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,Don't Know,Don't Know,Don't Know,,Don't Know,,,To a limited,Don't Know,To the fulle,To the fulle,To a great e,To a moderat,No,,To a great e,Don't Know,No,To a great e,To the fulle,No,,,,,,,,,,,To a great e,To a great e,To a great e,To the fulle,To the fulle,To the fulle,To a great e,To the fulle,To a great e,No,To a great e,Don't know,Don't know,No,No, ,To a moderat,To a great e,To the fulle,To the fulle,To the fulle,To a great e,To the fulle,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,To a great e,To a great e,To the fulle,To a moderat,To a great e,To a moderat,To a great e,To a limited,To the fulle,Don't know,To the fulle,To a great e,To a great e,To a great e,To a moderat,To the fulle,To a great e,To a great e,To a great e,To a great e,To the fulle,To the fulle,To a moderat
72-76-49-29,Yes,20/09/ 2014,Not Answered,Amhara,Bahir Dar,Procurement And Finance Directorate,Middle level,Employed Ful,,16,3,3,13,8,7,38,Male,Married,,College dipl,,5000,1,0,Disagree,Disagree,Disagree,Strongly agr,Strongly agr,Agree,Disagree,Disagree,Strongly agr,Agree,Disagree,Disagree,Disagree,Disagree,Female,Very unsatis,,To a moderat,To a great e,To a moderat,To a limited,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Yes,Agree,Yes,Yes,Not Answered,To a limited,To a limited,To a limited,Yes,Yes,Yes,Yes,No,No,No,No,No,,Yes,Yes,Yes,Yes,13,3,Yes,No,Yes,Yes,Yes,0,4,Not at all,Yes,To a moderat,To a moderat,To a moderat,To a moderat,No,,To a moderat,Yes,Yes,To a moderat,To a limited,No,,,,,,,,,,,To a moderat,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,No,To a moderat,70,30,No,No, ,To a great e,To a limited,To a limited,Not at all,Not at all,To a limited,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,Not at all,Not at all,Not at all,To a moderat,To a moderat,Not at all,Not at all,Not at all,Not at all,Not at all,To a limited,To a limited,To a limited,To a limited
17-50-28-76,Yes,18/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Senior offic,Employed Ful,,18,4,4,14,9,0,36,Female,Married,,University d,,5600,2,2,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Female,Somewhat sat,,To the fulle,To a great e,To the fulle,To a great e,To a great e,To the fulle,To the fulle,To a great e,To the fulle,To a moderat,Not at all,No,Disagree,No,No, ,To a great e,To a great e,To a moderat,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,Don't Know,,Don't Know,,,To the fulle,Don't Know,To a great e,To a great e,To a great e,To a great e,Don't Know,,To a great e,Don't Know,Don't Know,To the fulle,To a great e,No,,,,,,,,,,,To the fulle,To a great e,To a great e,To a moderat,To a great e,To a great e,To a moderat,To the fulle,To a great e,Don't Know,To a great e,Don't know,Don't know,Don't Know,No, ,To a great e,To a limited,To a great e,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,To a moderat,To a great e,To a great e,To a moderat,To a limited,To a great e,To a limited,To a great e,To a moderat,To a great e,To a moderat,To a limited,To a moderat,To a limited,To a moderat,To a great e,To a moderat,To the fulle,Don't know,To a great e,To a moderat,Not at all,To a limited
92-55-32-98,Yes,25/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Lower (less,Other,contract,5,3,3,2,19,0,53,Male,Married,,Not educated,,4700,1,2,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Female,,,To a great e,To a great e,To the fulle,To the fulle,To the fulle,To a great e,To the fulle,To a great e,To the fulle,To the fulle,To the fulle,Yes,Agree,Yes,Yes,not answered,To the fulle,To the fulle,To a moderat,No,No,No,,,,,,,,No,No,To some exte,Don't Know,3,4,No,No,No,,No,,,To a great e,No,Don't know,To the fulle,To the fulle,To the fulle,Don't Know,,To a great e,Don't Know,No,To the fulle,To a great e,No,,,,,,,,,,,To the fulle,To a great e,To a moderat,To a moderat,To a moderat,Don't know,To a limited,To a moderat,To a moderat,Yes,To a limited,Don't know,Don't know,No,No, ,Don't know,To a moderat,To a limited,To the fulle,To a moderat,To a limited,To a great e,To a great e,To a moderat,To a limited,To a moderat,To a great e,To a great e,To a great e,To a great e,To a moderat,To the fulle,To the fulle,To a moderat,To a great e,To a limited,To a great e,To a great e,To a great e,To a great e,Don't know,To a limited,To a great e,To a limited,To a moderat,To a limited,To a limited,Not at all,Not at all,To a limited
71-25-94-37,Yes,17/09/ 2014,Postman,Amhara,Bahir Dar,Hr Directorate,Lower (less,Employed Ful,,14,13,6,0,5,1,30,Male,Single,,University d,,1600,,,Disagree,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Disagree,Disagree,Neutral,Strongly dis,Disagree,Strongly dis,Disagree,Neutral,Neutral,Female,Extremely sa,,Not at all,Not at all,To a great e,To a limited,To a moderat,To a limited,To a great e,Don't know,Don't know,To a great e,To a limited,No,Agree,No,No, ,Don't know,Don't know,Don't know,No,No,To some exte,,,,,,,,No,No,No,Yes,1,13,Don't Know,No,Yes,Yes,Yes,0,4,To a limited,Don't Know,To a moderat,To the fulle,To a limited,To a moderat,Don't Know,,To the fulle,Don't Know,Don't Know,To a limited,Don't know,No,,,,,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't Know,Don't know,10,90,No,No, ,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,To a limited,To a limited,To a moderat,To a moderat,Not at all,Don't know,Don't know,Don't know,Don't know,To a limited,Not at all,Don't know,Not at all,To a limited,To a limited,Don't know,Don't know,Don't know,To the fulle,Not at all,Not at all,To the fulle,Not at all,To a limited,Not at all,Not at all,To a limited,Not at all,Not at all
26-92-06-54,Yes,17/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Lower (less,Employed Ful,,3,1,1,2,4,0,27,Female,Married,,College dipl,,2800,1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Disagree,Disagree,Female,Extremely sa,,To a limited,To a limited,To a moderat,To a limited,To a limited,To a great e,To the fulle,Don't know,Don't know,Don't know,To the fulle,No,Disagree,No,No, ,To the fulle,To the fulle,To the fulle,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,No,Don't Know,Don't Know,,Don't Know,,,To the fulle,Don't Know,To a great e,To a great e,To the fulle,To a great e,No,,To a moderat,Don't Know,No,To a great e,Don't know,No,,,,,,,,,,,Don't know,To the fulle,Don't know,Don't know,To the fulle,To the fulle,To the fulle,To the fulle,Don't know,,To the fulle,Don't know,Don't know,Don't Know,No, ,To a great e,To a moderat,To a great e,To a limited,To a great e,To a great e,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,Don't know,Don't know,Don't know,To the fulle,To a great e,To a great e,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,To a moderat,To a moderat,To a great e,To a moderat,To a moderat,To the fulle,To the fulle,To a moderat
58-21-07-80,Yes,22/09/ 2014,Expert,Addis Ababa,Addis Abab,Not Answered,Lower (less,Employed Ful,,18,5,5,13,9,0,44,Female,Married,,University d,,Refused,1,5,Strongly dis,Strongly dis,Strongly dis,Disagree,Disagree,Disagree,Strongly dis,Disagree,Neutral,Disagree,Neutral,Strongly dis,Strongly dis,Disagree,Female,Very unsatis,,To a limited,To a great e,To a limited,To a limited,To a limited,To a limited,Don't know,To a limited,To the fulle,To a limited,To a limited,Yes,Agree,Yes,Yes,not answered,To a limited,Not at all,Not at all,Yes,No,No,,,,,,,,Yes,Yes,Yes,No,Refused,Refused,Don't Know,Yes,Yes,Yes,Yes,0,Refused,To a limited,No,To a limited,To a limited,To a moderat,To a limited,Yes,To a moderat,To a moderat,Don't Know,Yes,To a moderat,To a limited,No,,,,,,,,,,,To a limited,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a limited,To a moderat,Yes,To a moderat,Don't know,Don't know,Don't Know,Don't know, ,To a moderat,To a limited,To a limited,Don't know,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,Not at all,To the fulle,To a limited,To a limited,Not at all,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a moderat,Not at all,To a limited,To a limited,To a limited,To a limited,To a limited
05-18-36-73,Yes,25/09/ 2014,Expert,Addis Ababa,Addis Abab,Not Answered,Senior offic,Employed Ful,,Refussed,1,Refussed,Refussed,5,0,36,Female,Married,,University d,,7800,Refused,Refused,Disagree,Disagree,Disagree,Agree,Agree,Strongly agr,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Female,Very unsatis,,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,Not at all,To a limited,To a limited,Yes,Neutral,Yes,Yes,not answered,To a limited,To a limited,To a limited,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Refused,Refused,Yes,Yes,No,,Yes,,,To a limited,Yes,To a moderat,To a moderat,To a moderat,To a moderat,No,,To a moderat,Yes,No,To a moderat,To a moderat,Yes,Not Answered,##N/A##,##N/A##,##N/A##,##N/A##,-99,##N/A##,##N/A##,##N/A##,##N/A##,To a limited,To a limited,To a moderat,To a moderat,To a great e,To a moderat,To a limited,To a moderat,To a great e,Yes,To a moderat,Don't know,Don't know,Yes,Some, ,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,Not at all,Not at all,To a limited,Not at all,To a limited,To a limited,Not at all,To a limited,To a moderat,To a limited,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a limited,Don't know
